t_rel_s,force_N,force_kgf
0.022565,-0.000000,-0.000000
0.047050,-0.000000,-0.000000
0.071319,-0.000000,-0.000000
0.095665,-0.000000,-0.000000
0.119771,-0.000000,-0.000000
0.143835,-0.000000,-0.000000
0.167894,-0.000000,-0.000000
0.191957,-0.000000,-0.000000
0.216055,-0.000000,-0.000000
0.240205,-0.000000,-0.000000
0.264354,-0.000000,-0.000000
0.288525,-0.000000,-0.000000
0.312626,-0.000000,-0.000000
0.336782,-0.000000,-0.000000
0.360932,-0.000000,-0.000000
0.385171,-0.000000,-0.000000
0.409288,-0.000000,-0.000000
0.433508,-0.000000,-0.000000
0.457498,-0.000000,-0.000000
0.481562,-0.000000,-0.000000
0.505638,-0.000000,-0.000000
0.529586,-0.000000,-0.000000
0.553635,-0.000000,-0.000000
0.577689,-0.000000,-0.000000
0.601774,-0.000000,-0.000000
0.625911,-0.000000,-0.000000
0.649989,-0.000000,-0.000000
0.674210,-0.000000,-0.000000
0.698430,-0.000000,-0.000000
0.722487,-0.000000,-0.000000
0.746539,-0.000000,-0.000000
0.770590,-0.000000,-0.000000
0.794657,-0.000000,-0.000000
0.818733,-0.000000,-0.000000
0.842780,-0.000000,-0.000000
0.866852,-0.000000,-0.000000
0.890898,-0.000000,-0.000000
0.915061,-0.000000,-0.000000
0.939118,-0.000000,-0.000000
0.963239,-0.000000,-0.000000
0.987329,-0.000000,-0.000000
1.011450,0.000000,0.000000
1.035556,0.000000,0.000000
1.059717,0.000000,0.000000
1.083803,0.000000,0.000000
1.107862,0.000000,0.000000
1.132074,0.000000,0.000000
1.156264,0.000000,0.000000
1.180457,0.000000,0.000000
1.204730,0.000000,0.000000
1.229026,0.000000,0.000000
1.253335,0.516716,0.052690
1.277484,0.516716,0.052690
1.301749,0.516716,0.052690
1.325919,0.516716,0.052690
1.350066,0.516716,0.052690
1.374246,0.516716,0.052690
1.398423,0.516716,0.052690
1.422449,0.516716,0.052690
1.446550,0.516716,0.052690
1.470688,0.516716,0.052690
1.494946,1.162610,0.118553
1.519093,1.162610,0.118553
